Ticker,CIK,Sector,MarketCap_B,Status
BBY,764478,Consumer Cyclical,13.28,Pass
HAS,46080,Consumer Cyclical,13.21,Pass
CNH,1567094,Industrials,13.2,Pass
NBIX,914475,Healthcare,13.19,Pass
NYT,71691,Communication Services,13.13,Pass
PEN,1321732,Healthcare,13.05,Pass
TIMB,1826168,Communication Services,13.05,Pass
TIGO,912958,Communication Services,13.04,Pass
RMBS,917273,Technology,12.98,Pass
PSKY,2041610,Communication Services,12.97,Pass
RYKKF,1592049,Consumer Cyclical,12.93,Pass
AVY,8818,Consumer Cyclical,12.92,Pass
ONTO,704532,Technology,12.88,Pass
RRX,82811,Industrials,12.87,Pass
MAS,62996,Industrials,12.86,Pass
GMED,1237831,Healthcare,12.79,Pass
FMS,1333141,Healthcare,12.74,Pass
MOD,67347,Consumer Cyclical,12.56,Pass
NMPGY,1333172,Industrials,12.55,Pass
CLX,21076,Consumer Defensive,12.55,Pass
COKE,317540,Consumer Defensive,12.48,Pass
RKLIF,930157,Industrials,12.42,Pass
GPAEF,1347557,Industrials,12.41,Pass
TMTNY,2072098,Industrials,12.38,Pass
DPZ,1286681,Consumer Cyclical,12.38,Pass
FIVE,1177609,Consumer Cyclical,12.34,Pass
YSHLF,2053843,Industrials,12.34,Pass
DRS,1833756,Industrials,12.31,Pass
PAC,1347557,Industrials,12.27,Pass
JAZZ,1232524,Healthcare,12.27,Pass
DINRF,1544379,Technology,12.24,Pass
ALLE,1579241,Industrials,12.2,Pass
DPLMF,1529906,Industrials,12.15,Pass
EMBJ,1355444,Industrials,12.13,Pass
TTMI,1116942,Technology,12.11,Pass
GNRC,1474735,Industrials,12.0,Pass
PL,1836833,Industrials,11.91,Pass
CCK,1219601,Consumer Cyclical,11.88,Pass
EXEL,939767,Healthcare,11.87,Pass
BJ,1531152,Consumer Defensive,11.87,Pass
DY,67215,Industrials,11.84,Pass
NCLTF,1801729,Consumer Cyclical,11.75,Pass
CACI,16058,Technology,11.74,Pass
TMTNF,2072098,Industrials,11.72,Pass
GWRE,1528396,Technology,11.61,Pass
POAHF,1450346,Consumer Cyclical,11.57,Pass
DLAKF,1049724,Industrials,11.56,Pass
OBICY,2077146,Technology,11.54,Pass
HUBS,1404655,Technology,11.53,Pass
SAPIF,2072563,Consumer Defensive,11.42,Pass
LGN,2052568,Industrials,11.42,Pass
CHWY,1766502,Consumer Cyclical,11.32,Pass
HNSDF,1856488,Industrials,11.3,Pass
ACM,868857,Industrials,11.18,Pass
WYNN,1174922,Consumer Cyclical,11.14,Pass
GDDY,1609711,Technology,11.13,Pass
PMCUF,2013003,Healthcare,11.13,Pass
GME,1326380,Consumer Cyclical,11.12,Pass
JKHY,779152,Technology,11.1,Pass
SPXC,88205,Industrials,11.04,Pass
U,1810806,Technology,11.02,Pass
CR,1944013,Industrials,10.99,Pass
IT,749251,Technology,10.98,Pass
KT,892450,Communication Services,10.92,Pass
TXRH,1289460,Consumer Cyclical,10.75,Pass
DT,1773383,Technology,10.69,Pass
BLBLF,1723690,Communication Services,10.66,Pass
ASRMF,1123452,Industrials,10.65,Pass
TTD,1671933,Communication Services,10.65,Pass
BMRN,1048477,Healthcare,10.63,Pass
GIL,1061894,Consumer Cyclical,10.61,Pass
SAIA,1177702,Industrials,10.61,Pass
FIG,1579878,Technology,10.61,Pass
EHC,785161,Healthcare,10.59,Pass
DNOPF,1796026,Consumer Defensive,10.58,Pass
KOKSF,2033019,Technology,10.56,Pass
IESC,1048268,Industrials,10.55,Pass
OBIIF,2077146,Technology,10.54,Pass
ZG,1617640,Communication Services,10.54,Pass
Z,1617640,Communication Services,10.53,Pass
XZJCF,1562805,Industrials,10.53,Pass
MGM,789570,Consumer Cyclical,10.49,Pass
ALSN,1411207,Consumer Cyclical,10.46,Pass
LYTHF,1816319,,10.44,Pass
CNM,1856525,Industrials,10.43,Pass
SPIIY,2083221,Industrials,10.41,Pass
RVTY,31791,Healthcare,10.39,Pass
BILI,1723690,Communication Services,10.39,Pass
RBRK,1943896,Technology,10.39,Pass
GSAT,1366868,Communication Services,10.37,Pass
STN,1131383,Industrials,10.37,Pass
NTNX,1618732,Technology,10.35,Pass
ASR,1123452,Industrials,10.33,Pass
BSY,1031308,Technology,10.33,Pass
CAVA,1639438,Consumer Cyclical,10.29,Pass
PMDIY,2013003,Healthcare,10.27,Pass
DCI,29644,Industrials,10.25,Pass
SNAP,1564408,Communication Services,10.2,Pass
PAG,1019849,Consumer Cyclical,10.2,Pass
TFII,1588823,Industrials,10.15,Pass
WTS,795403,Industrials,10.14,Pass
FORM,1039399,Technology,10.1,Pass
FLS,30625,Industrials,10.07,Pass
W,1616707,Consumer Cyclical,10.06,Pass
BZLFY,1072397,Consumer Defensive,10.05,Pass
KNX,1492691,Industrials,10.0,Pass
VFS,1913510,Consumer Cyclical,9.99,Pass
SJM,91419,Consumer Defensive,9.97,Pass
MOG-A,67887,Industrials,9.96,Pass
GTLS,892553,Industrials,9.96,Pass
ARWR,879407,Healthcare,9.94,Pass
CART,1579091,Consumer Cyclical,9.93,Pass
BAH,1443646,Industrials,9.92,Pass
MOG-B,67887,Industrials,9.89,Pass
UHAL,4457,Industrials,9.73,Pass
LFUS,889331,Technology,9.71,Pass
LKNCY,1767582,Consumer Cyclical,9.69,Pass
DVA,927066,Healthcare,9.66,Pass
CEF,1726122,Unknown,9.63,Pass
NCLH,1513761,Consumer Cyclical,9.62,Pass
BLHWF,2109234,Industrials,9.61,Pass
GAP,39911,Consumer Cyclical,9.6,Pass
OC,1370946,Industrials,9.58,Pass
BZLFF,1072397,Consumer Defensive,9.49,Pass
DDS,28917,Consumer Cyclical,9.47,Pass
BLDR,1316835,Industrials,9.42,Pass
IDCC,1405495,Technology,9.41,Pass
MASI,937556,Healthcare,9.34,Pass
DAR,916540,Consumer Defensive,9.28,Pass
MUSA,1573516,Consumer Cyclical,9.28,Pass
NCLTY,1801729,Consumer Cyclical,9.28,Pass
EDU,1372920,Consumer Defensive,9.25,Pass
TECH,842023,Healthcare,9.15,Pass
CGNX,851205,Technology,9.13,Pass
SNROY,1584273,Consumer Cyclical,9.12,Pass
ACI,1646972,Consumer Defensive,9.12,Pass
DOCU,1261333,Technology,9.11,Pass
BAX,10456,Healthcare,9.09,Pass
CELH,1341766,Consumer Defensive,9.09,Pass
VIAV,912093,Technology,9.08,Pass
SARO,2025410,Industrials,9.06,Pass
ICLR,1060955,Healthcare,9.06,Pass
UHAL-B,4457,Industrials,9.05,Pass
TTC,737758,Industrials,9.05,Pass
TAP-A,24545,Consumer Defensive,9.0,Pass
INPOF,1848826,Industrials,9.0,Pass
YMM,1838413,Technology,8.99,Pass
CAE,1173382,Industrials,8.99,Pass
CHYM,1795586,Technology,8.99,Pass
MLSPF,1516535,Industrials,8.98,Pass
CRL,1100682,Healthcare,8.91,Pass
BTSG,1865782,Healthcare,8.89,Pass
HSIC,1000228,Healthcare,8.88,Pass
GWKSY,2062522,Consumer Cyclical,8.88,Pass
LUMN,18926,Communication Services,8.85,Pass
RZB,898174,,8.84,Pass
VICR,751978,Technology,8.81,Pass
PRIM,1361538,Industrials,8.81,Pass
OSK,775158,Industrials,8.78,Pass
FINGF,2073638,Industrials,8.78,Pass
ZSHOF,2088776,Consumer Cyclical,8.77,Pass
AOS,91142,Industrials,8.76,Pass
SOTGY,1601992,Technology,8.73,Pass
SWKS,4127,Technology,8.71,Pass
SMTC,88941,Technology,8.67,Pass
SNPTF,1601992,Technology,8.67,Pass
PSO,938323,Communication Services,8.66,Pass
ARW,7536,Technology,8.63,Pass
MICC,2071668,Consumer Defensive,8.62,Pass
GDS,1526125,Technology,8.6,Pass
QGEN,1015820,Healthcare,8.58,Pass
LEVI,94845,Consumer Cyclical,8.56,Pass
PSORF,938323,Communication Services,8.55,Pass
AYI,1144215,Industrials,8.54,Pass
BROS,1866581,Consumer Cyclical,8.52,Pass
AGX,100591,Industrials,8.46,Pass
SANM,897723,Technology,8.43,Pass
POWL,80420,Industrials,8.37,Pass
CAMT,1109138,Technology,8.36,Pass
R,85961,Industrials,8.36,Pass
AGCO,880266,Industrials,8.35,Pass
ATR,896622,Healthcare,8.35,Pass
POOL,945841,Industrials,8.34,Pass
ALEGF,2046098,Consumer Cyclical,8.34,Pass
TAP,24545,Consumer Defensive,8.34,Pass
TTEK,831641,Industrials,8.26,Pass
ALV,1034670,Consumer Cyclical,8.17,Pass
MTCH,891103,Communication Services,8.15,Pass
SIRI,908937,Communication Services,8.15,Pass
PCOR,1611052,Technology,8.15,Pass
VSAT,797721,Technology,8.14,Pass
NWOEF,1372920,Consumer Defensive,8.08,Pass
DOCN,1582961,Technology,8.08,Pass
MSGS,1636519,Communication Services,8.06,Pass
HALO,1159036,Healthcare,8.06,Pass
VMI,102729,Industrials,8.05,Pass
CRUS,772406,Technology,8.05,Pass
SNROF,1584273,Consumer Cyclical,8.05,Pass
AAL,6201,Industrials,8.04,Pass
BYDIF,1447956,Technology,8.03,Pass
PPC,802481,Consumer Defensive,8.0,Pass
BIO,12208,Healthcare,7.99,Pass
ESE,866706,Technology,7.97,Pass
ZWS,1439288,Industrials,7.94,Pass
KRYS,1711279,Healthcare,7.9,Pass
GIKLY,1438569,Healthcare,7.81,Pass
LKQ,1065696,Consumer Cyclical,7.74,Pass
GS-PC,886982,Unknown,7.73,Pass
MINBY,1034983,Technology,7.72,Pass
MANH,1056696,Technology,7.71,Pass
VFC,103379,Consumer Cyclical,7.68,Pass
IBP,1580905,Consumer Cyclical,7.65,Pass
KEX,56047,Industrials,7.64,Pass
LOTMY,2041918,Consumer Cyclical,7.61,Pass
AWI,7431,Industrials,7.6,Pass
AAON,824142,Industrials,7.58,Pass
QRVO,1604778,Technology,7.53,Pass
BIO-B,12208,Healthcare,7.48,Pass
RGEN,730272,Healthcare,7.44,Pass
VIPS,1529192,Consumer Cyclical,7.44,Pass
LTMGF,2041918,Consumer Cyclical,7.3,Pass
AL,1487712,Industrials,7.28,Pass
PEGA,1013857,Technology,7.26,Pass
SHMXY,1648512,Technology,7.25,Pass
TKR,98362,Industrials,7.24,Pass
CMC,22444,Industrials,7.2,Pass
GIFLF,1438569,Healthcare,7.19,Pass
BBUC,1654795,Industrials,7.19,Pass
LNWO,750004,Consumer Cyclical,7.18,Pass
RKWAF,1969729,Unknown,7.18,Pass
PRMB,2042694,Consumer Defensive,7.18,Pass
TAL,1499620,Consumer Defensive,7.17,Pass
CWAN,1866368,Technology,7.16,Pass
ENS,1289308,Industrials,7.16,Pass
HQY,1428336,Healthcare,7.15,Pass
YMHAY,1447100,Consumer Cyclical,7.15,Pass
YAMHF,1447100,Consumer Cyclical,7.14,Pass
GRFS,1438569,Healthcare,7.14,Pass
INGR,1046257,Consumer Defensive,7.11,Pass
SFM,1575515,Consumer Defensive,7.09,Pass
SHMZF,1648512,Technology,7.08,Pass
DOX,1062579,Technology,7.07,Pass
RCWLY,1969729,Unknown,7.03,Pass
SLAB,1038074,Technology,6.99,Pass
EAT,703351,Consumer Cyclical,6.99,Pass
EPAM,1352010,Technology,6.95,Pass
BIRK,1977102,Consumer Cyclical,6.95,Pass
GATX,40211,Industrials,6.95,Pass
BCUCF,1581285,Consumer Cyclical,6.91,Pass
ALGM,866291,Technology,6.9,Pass
FSS,277509,Industrials,6.89,Pass
YOU,1856314,Technology,6.88,Pass
AN,350698,Consumer Cyclical,6.8,Pass
JBTM,1433660,Industrials,6.77,Pass
CAG,23217,Consumer Defensive,6.74,Pass
AMTM,2011286,Industrials,6.73,Pass
JGSHF,1567172,Industrials,6.73,Pass
PTGX,1377121,Healthcare,6.73,Pass
PAYC,1590955,Technology,6.71,Pass
TEX,97216,Industrials,6.67,Pass
SATLF,1679920,Consumer Cyclical,6.66,Pass
INGM,1897762,Technology,6.64,Pass
SAIL,2030781,Technology,6.63,Pass
MIDD,769520,Industrials,6.58,Pass
WH,1722684,Consumer Cyclical,6.58,Pass
ECG,2015845,Industrials,6.56,Pass
BZ,1842827,Communication Services,6.54,Pass
MNBEF,1034983,Technology,6.53,Pass
TKMTY,2044863,Industrials,6.53,Pass
MBLY,1910139,Consumer Cyclical,6.5,Pass
BYD,906553,Consumer Cyclical,6.49,Pass
JBHIF,1643198,Consumer Cyclical,6.45,Pass
SPXSF,1518542,Industrials,6.44,Pass
GTES,1718512,Industrials,6.43,Pass
MSA,66570,Industrials,6.43,Pass
LAD,1023128,Consumer Cyclical,6.42,Pass
CHDN,20212,Consumer Cyclical,6.41,Pass
GXO,1852244,Industrials,6.4,Pass
MHK,851968,Consumer Cyclical,6.38,Pass
HXL,717605,Industrials,6.32,Pass
ROAD,1718227,Industrials,6.31,Pass
VSEC,102752,Industrials,6.3,Pass
BLSH,1872195,Technology,6.26,Pass
DSGX,1050140,Technology,6.25,Pass
SEE,1012100,Consumer Cyclical,6.21,Pass
RNKGF,2093907,Industrials,6.2,Pass
NICE,1003935,Technology,6.2,Pass
BUGDF,1547870,Healthcare,6.19,Pass
LTH,1869198,Consumer Cyclical,6.18,Pass
NCSYF,1003935,Technology,6.18,Pass
ESAB,1877322,Industrials,6.17,Pass
CMSA,811156,Unknown,6.17,Pass
G,1398659,Technology,6.16,Pass
LOAR,2000178,Industrials,6.13,Pass
SITE,1650729,Industrials,6.12,Pass
URBN,912615,Consumer Cyclical,6.12,Pass
CPB,16732,Consumer Defensive,6.11,Pass
PTCT,1070081,Healthcare,6.09,Pass
PSN,275880,Technology,6.05,Pass
LEA,842162,Consumer Cyclical,6.03,Pass
CORZ,1839341,Technology,6.02,Pass
BLCO,1860742,Healthcare,6.02,Pass
DLB,1308547,Industrials,6.02,Pass
BRKR,1109354,Healthcare,6.01,Pass
LW,1679273,Consumer Defensive,6.0,Pass
PCG-PA,1004980,,6.0,Pass
NXST,1142417,Communication Services,5.96,Pass
RKWBF,1969729,Industrials,5.96,Pass
VSNT,2067876,Communication Services,5.93,Pass
CAI,2019410,Healthcare,5.92,Pass
PLXS,785786,Technology,5.91,Pass
TTAN,1638826,Technology,5.9,Pass
WEX,1309108,Technology,5.88,Pass
OTEX,1002638,Technology,5.88,Pass
LYFT,1759509,Technology,5.84,Pass
OLLI,1639300,Consumer Defensive,5.84,Pass
PNDRY,1505880,Consumer Cyclical,5.82,Pass
RRR,1653653,Consumer Cyclical,5.82,Pass
MIRM,1759425,Healthcare,5.82,Pass
PLNT,1637207,Consumer Cyclical,5.78,Pass
FND,1507079,Consumer Cyclical,5.75,Pass
AVT,8858,Technology,5.75,Pass
KMX,1170010,Consumer Cyclical,5.74,Pass
ETSY,1370637,Consumer Cyclical,5.72,Pass
ADT,1703056,Industrials,5.72,Pass
AVTR,1722482,Healthcare,5.71,Pass
SMFRF,2048270,Consumer Cyclical,5.69,Pass
SGHC,1878057,Consumer Cyclical,5.67,Pass
LSTR,853816,Industrials,5.67,Pass
PATH,1734722,Technology,5.67,Pass
RUSHB,1012019,Consumer Cyclical,5.66,Pass
PNDZF,1505880,Consumer Cyclical,5.66,Pass
ST,1477294,Technology,5.65,Pass
DBX,1467623,Technology,5.65,Pass
GOLF,1672013,Consumer Cyclical,5.65,Pass
NPO,1164863,Industrials,5.65,Pass
GIFOF,1438569,Healthcare,5.61,Pass
TKC,1071321,Communication Services,5.61,Pass
BLFBY,1506721,Industrials,5.61,Pass
KVYO,1835830,Technology,5.6,Pass
GLBE,1835963,Consumer Cyclical,5.59,Pass
TFX,96943,Healthcare,5.59,Pass
MBRFY,1496919,Consumer Defensive,5.58,Pass
TOKCF,2066601,Technology,5.57,Pass
APPF,1433195,Technology,5.57,Pass
CZR,1590895,Consumer Cyclical,5.57,Pass
PCG-PB,1004980,,5.56,Pass
TMHC,1562476,Consumer Cyclical,5.56,Pass
FCN,887936,Industrials,5.54,Pass
HIMS,1773751,Healthcare,5.54,Pass
ALKS,1520262,Healthcare,5.54,Pass
LIFX,1581760,Technology,5.51,Pass
GVA,861459,Industrials,5.49,Pass
OMAB,1378239,Industrials,5.49,Pass
RUSHA,1012019,Consumer Cyclical,5.48,Pass
PACS,2001184,Healthcare,5.48,Pass
PCTY,1591698,Technology,5.47,Pass
LNTH,1521036,Healthcare,5.46,Pass
ACA,1739445,Industrials,5.46,Pass
OAK-PB,1403528,Unknown,5.46,Pass
SON,91767,Consumer Cyclical,5.44,Pass
SBBTF,1451561,Communication Services,5.42,Pass
CHH,1046311,Consumer Cyclical,5.39,Pass
RTMVF,1516536,Communication Services,5.37,Pass
SKLTF,1487139,Communication Services,5.36,Pass
SEB,88121,Industrials,5.36,Pass
UNMA,5513,Unknown,5.35,Pass
BAFBF,1506721,Industrials,5.34,Pass
MATX,3453,Industrials,5.32,Pass
EQPT,1693736,Industrials,5.32,Pass
CROX,1334036,Consumer Cyclical,5.32,Pass
RSI,1793659,Consumer Cyclical,5.31,Pass
MSM,1003078,Industrials,5.29,Pass
WING,1636222,Consumer Cyclical,5.26,Pass
HRIBF,2088827,Technology,5.25,Pass
ATDRF,1647435,Communication Services,5.24,Pass
APLS,1492422,Healthcare,5.22,Pass
CHE,19584,Healthcare,5.2,Pass
OSIS,1039065,Technology,5.19,Pass
FROG,1800667,Technology,5.19,Pass
POST,1530950,Consumer Defensive,5.18,Pass
CWST,911177,Industrials,5.18,Pass
RAL,2041385,Technology,5.17,Pass
LPX,60519,Industrials,5.16,Pass
VNT,1786842,Technology,5.15,Pass
IPGP,1111928,Technology,5.15,Pass
BTDPY,1516324,Consumer Cyclical,5.14,Pass
MRCY,1049521,Industrials,5.13,Pass
ATAT,1853717,Consumer Cyclical,5.11,Pass
TEO,932470,Communication Services,5.11,Pass
SRAD,1836470,Technology,5.1,Pass
TDS,1051512,Communication Services,5.09,Pass
M,794367,Consumer Cyclical,5.09,Pass
JSM,1593538,Unknown,5.08,Pass
ATMU,1921963,Consumer Cyclical,5.08,Pass
ALH,1317685,Consumer Cyclical,5.07,Pass
BC,14930,Consumer Cyclical,5.03,Pass
MLCMF,912958,Communication Services,5.03,Pass
ESTC,1707753,Technology,5.01,Pass
MNSO,1815846,Consumer Cyclical,5.0,Pass
PCG-PD,1004980,,4.99,Pass
KC,1795589,Technology,4.99,Pass
PCG-PC,1004980,Unknown,4.98,Pass
GAERF,1378239,Industrials,4.98,Pass
MYRG,700923,Industrials,4.98,Pass
BTDPF,1516324,Consumer Cyclical,4.97,Pass
EXLS,1297989,Technology,4.96,Pass
CPA,1345105,Industrials,4.96,Pass
BDC,913142,Technology,4.96,Pass
MIR,1809987,Industrials,4.96,Pass
LBTYB,1570585,Communication Services,4.94,Pass
NPEHF,1985406,Industrials,4.92,Pass
GHC,104889,Consumer Defensive,4.91,Pass
PCG-PE,1004980,,4.9,Pass
TNL,1361658,Consumer Cyclical,4.9,Pass
FOUR,1794669,Technology,4.9,Pass
ALK,766421,Industrials,4.88,Pass
AIR,1750,Industrials,4.88,Pass
EBOSF,1533082,Healthcare,4.87,Pass
PHTCF,78150,Communication Services,4.86,Pass
ISFFF,1608401,Industrials,4.84,Pass
YMATF,2108185,Industrials,4.83,Pass
BOOT,1610250,Consumer Cyclical,4.81,Pass
PCG-PG,1004980,,4.8,Pass
PSMT,1041803,Consumer Defensive,4.8,Pass
SNDR,1692063,Industrials,4.79,Pass
TCLHF,2073804,Technology,4.79,Pass
CSW,1624794,Industrials,4.76,Pass
BFAM,1437578,Consumer Cyclical,4.75,Pass
LPL,1290109,Technology,4.75,Pass
LOPE,1434588,Consumer Defensive,4.75,Pass
WAY,1990354,Healthcare,4.73,Pass
AKO-B,925261,Consumer Defensive,4.73,Pass
MDA,1857047,Industrials,4.73,Pass
SIMO,1329394,Technology,4.72,Pass
LAUR,912766,Consumer Defensive,4.71,Pass
SPHR,1795250,Communication Services,4.7,Pass
UNF,717954,Industrials,4.7,Pass
OLED,1005284,Technology,4.69,Pass
CORT,1088856,Healthcare,4.67,Pass
GNTX,355811,Consumer Cyclical,4.67,Pass
KBR,1357615,Industrials,4.65,Pass
OSCR,1568651,Healthcare,4.64,Pass
DUOL,1562088,Technology,4.64,Pass
FBIN,1519751,Industrials,4.63,Pass
LABFF,2029970,Healthcare,4.63,Pass
MAT,63276,Consumer Cyclical,4.61,Pass
CITAF,1317295,Industrials,4.59,Pass
MTN,812011,Consumer Cyclical,4.59,Pass
OBIBF,2088339,Technology,4.58,Pass
BMI,9092,Technology,4.58,Pass
NWSZF,1449664,Industrials,4.57,Pass
SHC,1822479,Healthcare,4.57,Pass
REYN,1786431,Consumer Cyclical,4.56,Pass
MWA,1350593,Industrials,4.56,Pass
TPC,77543,Industrials,4.55,Pass
PCG-PI,1004980,Unknown,4.55,Pass
NWSGY,1449664,Industrials,4.55,Pass
FOLD,1178879,Healthcare,4.54,Pass
RDNT,790526,Healthcare,4.52,Pass
NOVT,1076930,Technology,4.51,Pass
S,1583708,Technology,4.51,Pass
MSUXF,1710864,Industrials,4.5,Pass
PAM,1469395,Industrials,4.5,Pass
DOCS,1516513,Healthcare,4.5,Pass
PCG-PH,1004980,,4.5,Pass
PHI,78150,Communication Services,4.49,Pass
LGND,886163,Healthcare,4.49,Pass
BCO,78890,Industrials,4.48,Pass
ALTB,1642365,Consumer Cyclical,4.48,Pass
GAB-PG,794685,Unknown,4.48,Pass
MMYT,1495153,Consumer Cyclical,4.46,Pass
OPCH,1014739,Healthcare,4.45,Pass
FELE,38725,Industrials,4.43,Pass
NVST,1757073,Healthcare,4.43,Pass
ACIW,935036,Technology,4.38,Pass
REECF,2070570,Industrials,4.37,Pass
SAIC,1571123,Technology,4.34,Pass
MTH,833079,Consumer Cyclical,4.34,Pass
SHAK,1620533,Consumer Cyclical,4.32,Pass
ITRI,780571,Technology,4.32,Pass
CAAP,1717393,Industrials,4.3,Pass
FTDR,1727263,Consumer Cyclical,4.29,Pass
SLGN,849869,Consumer Cyclical,4.28,Pass
VISN,1517228,Technology,4.28,Pass
ALHC,1832466,Healthcare,4.27,Pass
MMED,2062583,Healthcare,4.27,Pass
ZETA,1851003,Technology,4.27,Pass
TREX,1069878,Industrials,4.25,Pass
ENPH,1463101,Technology,4.24,Pass
SKY,90896,Consumer Cyclical,4.23,Pass
MMSI,856982,Healthcare,4.22,Pass
VVV,1674910,Consumer Cyclical,4.21,Pass
ANF,1018840,Consumer Cyclical,4.19,Pass
AD,821130,Communication Services,4.18,Pass
KLIC,56978,Technology,4.18,Pass
ELF,1600033,Consumer Defensive,4.17,Pass
AMRX,1723128,Healthcare,4.16,Pass
DIOD,29002,Technology,4.15,Pass
HAFN,1815779,Industrials,4.15,Pass
ESYJY,1470419,Industrials,4.15,Pass
LBTYA,1570585,Communication Services,4.15,Pass
CYJBF,1436741,Industrials,4.13,Pass
IFHLY,2035057,Technology,4.12,Pass
LRN,1157408,Consumer Defensive,4.12,Pass
TBBB,1978954,Consumer Defensive,4.12,Pass
CVLT,1169561,Technology,4.11,Pass
WIX,1576789,Technology,4.09,Pass
CVSA,730464,Consumer Defensive,4.09,Pass
THO,730263,Consumer Cyclical,4.03,Pass
AZZ,8947,Industrials,4.03,Pass
LBTYK,1570585,Communication Services,4.02,Pass
IRDM,1418819,Communication Services,4.02,Pass
STVN,1849853,Healthcare,4.02,Pass
IRTC,1388658,Healthcare,4.02,Pass
TMDX,1756262,Healthcare,4.01,Pass
KTB,1760965,Consumer Cyclical,4.0,Pass
PVH,78239,Consumer Cyclical,3.99,Pass
DLO,1846832,Technology,3.99,Pass
VSCO,1856437,Consumer Cyclical,3.99,Pass
TPH,1561680,Consumer Cyclical,3.98,Pass
GPI,1031203,Consumer Cyclical,3.97,Pass
RELY,1782170,Technology,3.97,Pass
AKO-A,925261,Consumer Defensive,3.96,Pass
KELRF,2107989,Industrials,3.96,Pass
WPPGF,806968,Communication Services,3.94,Pass
ODERF,2108124,Industrials,3.94,Pass
ASO,1817358,Consumer Cyclical,3.94,Pass
BILL,1786352,Technology,3.94,Pass
BUHPF,1547870,Healthcare,3.93,Pass
CVCO,278166,Consumer Cyclical,3.93,Pass
HRB,12659,Consumer Cyclical,3.92,Pass
SKYW,793733,Industrials,3.92,Pass
BRC,746598,Industrials,3.91,Pass
ABG,1144980,Consumer Cyclical,3.91,Pass
NEXHY,1985406,Unknown,3.89,Pass
DAN,26780,Consumer Cyclical,3.88,Pass
NTSK,2063196,Technology,3.88,Pass
HPHTF,1600928,Technology,3.88,Pass
DTW,936340,Unknown,3.88,Pass
GFF,50725,Industrials,3.87,Pass
HGV,1674168,Consumer Cyclical,3.86,Pass
GEF,43920,Consumer Cyclical,3.85,Pass
KAI,886346,Industrials,3.84,Pass
WPP,806968,Communication Services,3.84,Pass
GEF-B,43920,Consumer Cyclical,3.82,Pass
HSAI,1861737,Consumer Cyclical,3.81,Pass
SOHGF,1536787,Industrials,3.81,Pass
MMS,1032220,Industrials,3.79,Pass
TVTX,1438533,Healthcare,3.78,Pass
SIG,832988,Consumer Cyclical,3.77,Pass
MZTI,57515,Consumer Defensive,3.75,Pass
PBI-PB,78814,Unknown,3.74,Pass
DOO,1748797,Consumer Cyclical,3.74,Pass
STNE,1745431,Technology,3.71,Pass
LASR,1124796,Technology,3.71,Pass
BLLN,2070849,Healthcare,3.71,Pass
ACAD,1070494,Healthcare,3.71,Pass
MAWAF,2093667,Technology,3.68,Pass
ANDG,2065708,Consumer Cyclical,3.67,Pass
BBWI,701985,Consumer Cyclical,3.67,Pass
BATRB,1958140,Communication Services,3.66,Pass
VEON,1468091,Communication Services,3.62,Pass
ACLS,1113232,Technology,3.62,Pass
GTX,1735707,Consumer Cyclical,3.62,Pass
NAVN,1639723,Technology,3.62,Pass
OTTR,1466593,Industrials,3.61,Pass
PPENF,1469395,Industrials,3.6,Pass
WHR,106640,Consumer Cyclical,3.59,Pass
LIVN,1639691,Healthcare,3.56,Pass
CALM,16160,Consumer Defensive,3.55,Pass
FSLY,1517413,Technology,3.55,Pass
BHFAL,1685040,Unknown,3.54,Pass
WEIBF,1595761,Communication Services,3.53,Pass
TCGL,2047190,Technology,3.53,Pass
KNSA,1730430,Healthcare,3.51,Pass
HPHTY,1600928,Technology,3.5,Pass
CNK,1385280,Communication Services,3.49,Pass
WSC,1647088,Industrials,3.47,Pass
UCTT,1275014,Technology,3.46,Pass
BULL,1866364,Technology,3.44,Pass
EJTTF,1470419,Industrials,3.43,Pass
LIF,1581760,Technology,3.42,Pass
HYPMY,1486749,Healthcare,3.42,Pass
PAY,1841156,Technology,3.41,Pass
BOX,1372612,Technology,3.41,Pass
VRBCF,2029969,Healthcare,3.4,Pass
MNDY,1845338,Technology,3.37,Pass
HRI,1364479,Industrials,3.35,Pass
IAC,1800227,Communication Services,3.33,Pass
RNG,1384905,Technology,3.31,Pass
DRRKF,1705969,Industrials,3.3,Pass
PATK,76605,Consumer Cyclical,3.3,Pass
PI,1114995,Technology,3.28,Pass
MEIUF,1699967,Communication Services,3.28,Pass
CCC,1818201,Technology,3.27,Pass
HNGE,1673743,Healthcare,3.27,Pass
ZLDPF,2068427,Healthcare,3.26,Pass
AEO,919012,Consumer Cyclical,3.24,Pass
TXG,1770787,Healthcare,3.24,Pass
VSH,103730,Technology,3.23,Pass
SGBAF,1347408,Communication Services,3.23,Pass
DORM,868780,Consumer Cyclical,3.22,Pass
CALX,1406666,Technology,3.22,Pass
JOYY,1530238,Communication Services,3.22,Pass
BATRA,1958140,Communication Services,3.21,Pass
WK,1445305,Technology,3.21,Pass
NIQ,2054696,Unknown,3.2,Pass
HAYW,1834622,Industrials,3.19,Pass
IFCNF,2035057,Technology,3.19,Pass
CPRX,1369568,Healthcare,3.18,Pass
PRBZF,1503812,Consumer Defensive,3.18,Pass
LOIMF,1454147,Industrials,3.17,Pass
PAGS,1712807,Technology,3.17,Pass
KD,1867072,Technology,3.17,Pass
ICUI,883984,Healthcare,3.15,Pass
